KOI Name,Minimum,Maximum,Mean,Std,IQR,Skew,Kurtosis,Q1,Q2,Slope,Amplitude,MAD,Residual Bright Faint Ratio,Median,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count
K04025.01,-0.6389999985694885,0.2504900097846985,-0.00538856815546751,0.08607051521539688,0.02350999973714352,-3.714420080184937,14.081807504650307,0.0,0.009960000403225422,6.246848902264775e-09,0.4447450041770935,0.009960000403225422,76.2284039050203,0.009960000403225422,0.974479091,132.37246000000002,2454965.372,0.224,1.866,221.2,0.013,1.26657,1.19,0.018000000000000002,86.78,1513.0,1239.32,3.991,0.568,0.153,0.0,0.0,5043.0,4.502,0.04,0.8190000000000001,0.7759999999999999,3.354,20.374,25.3,1.0
K07399.01,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,54.585000886463405,0.0,18.525917445999998,144.1948764,2454977.195,0.415,5.9056,455661.0,0.665,3.18436,64.42,0.136,89.38,618.0,34.58,38.658,0.469,0.224,0.0,0.0,5492.0,4.533,0.2,0.887,0.978,2410.079,12773.515,2246.9,1.0
K00972.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K00972.02,-0.9176599979400636,0.5002099871635437,-0.010245807468891144,0.08938771486282349,0.013179999776184559,-5.719494819641112,37.05451366211812,-0.007400000002235173,-0.00025000001187436277,7.36621839229136e-08,0.708935022354126,0.006629999727010727,37.98442687763461,-0.00025000001187436277,7.82187328,123.49907,2454956.499,0.005,3.8417,42.2,0.006,1.18707,2.78,0.098,89.98,2101.0,4601.71,15.658,0.371,0.237,0.0,0.0,7221.0,3.488,-0.18,4.24,2.018,11.119000000000002,20.883000000000006,37.2,2.0
K01432.01,-1.3953299522399902,0.2395099997520447,-0.015749191865324974,0.12593303620815274,0.011699999682605268,-7.1687116622924805,51.899056618727045,-0.00646999990567565,-0.0007399999885819852,6.86564140121557e-09,0.8174200057983398,0.005830000154674053,551.954773771186,-0.0007399999885819852,6.88595222,138.40761,2454971.4080000003,0.953,4.148,428.5,0.025,0.045860000000000005,2.68,0.069,78.69,946.0,189.35,4.86,0.453,0.233,0.0,0.0,5616.0,4.394,-0.02,0.999,0.903,5.225,28.989,34.5,4.0
K01432.02,-0.7394700050354004,0.11957000195980072,-0.005671672057360411,0.05889683961868286,0.004929999937303364,-9.08338737487793,83.91840530745617,-0.0032999999821186066,-0.0010499999625608325,-8.021413116770308e-09,0.4295200109481812,0.0023599998094141483,836.8148603105146,-0.0010499999625608325,15.0549356,144.575,2454977.575,0.321,4.801,256.4,0.015,1.02421,1.6,0.115,89.2,729.0,66.72,23.07,0.453,0.233,0.0,0.0,5616.0,4.394,-0.02,0.999,0.903,4.937,14.514,16.6,4.0
K01432.03,-0.5691699981689453,0.10638000071048737,-0.01052434090524912,0.06596939265727997,0.0074499999172985545,-5.248480796813965,26.99260870340945,-0.002460000105202198,0.00044999999227002263,-2.3248501981002908e-09,0.3377749919891357,0.0036100002471357584,261.1324227725733,0.00044999999227002263,2.92721119,133.82725,2454966.827,0.043,2.545,170.2,0.012,1.55719,1.29,0.039,89.72,1258.0,593.23,8.902000000000003,0.453,0.233,0.0,0.0,5616.0,4.394,-0.02,0.999,0.903,3.616,14.136,18.0,4.0
K01432.04,-0.990559995174408,0.1531199961900711,-0.0037468085065484047,0.056522592902183526,0.002200000104494393,-13.001293182373047,174.7862860765944,-0.0019700000993907447,-0.0005300000193528831,8.83076074221919e-09,0.5718399882316589,0.0009900000877678394,323.21806096764163,-0.0005300000193528831,38.2856338,143.2984,2454976.298,0.115,6.5120000000000005,322.8,0.016,1.2039799999999998,1.77,0.215,89.85,534.0,19.24,45.4,0.453,0.233,0.0,0.0,5616.0,4.394,-0.02,0.999,0.903,5.232,11.14,15.0,4.0
K00344.01,-7.080430030822754,1.8739999532699585,-0.009614511393010616,0.3877846598625183,0.007519999984651805,-11.279019355773926,155.22425159203726,-0.007519999984651805,-0.002249999903142452,6.942041422077914e-08,4.477214813232422,0.0030899997800588608,27.314373998278583,-0.002249999903142452,39.30944096,171.33486100000005,2455004.335,0.028,5.77,1132.1,0.03,1.8866,2.87,0.221,89.97,488.0,13.46,53.61,0.453,0.233,0.0,0.0,5607.0,4.5360000000000005,-0.04,0.863,0.932,20.9,95.348,122.9,1.0
K00479.01,-5.7118401527404785,1.1836299896240234,-0.018478179350495345,0.325605571269989,0.013709999562706798,-12.669913291931152,170.75264799021284,-0.013089999556541445,-0.004230000078678131,-1.1543942172669773e-07,3.4477350711822514,0.007159999571740626,104.8846858314304,-0.004230000078678131,34.18884323,193.38946,2455026.389,0.065,5.3278,1063.2,0.029,2.06775,2.97,0.198,89.93,526.0,18.05,50.37,0.453,0.233,0.0,0.0,5515.0,4.453,0.0,0.925,0.888,17.964000000000006,77.942,83.9,1.0
K04106.01,-0.0004799999878741801,0.00015999999595806003,-3.280286182416603e-05,9.426115138921888e-05,3.499999911582563e-05,-1.7622495889663696,1.8600067242149643,-1.9999999494757503e-05,0.0,1.02597912753374e-10,0.00031999999191612,1.9999999494757503e-05,16.96645997480001,0.0,0.7085630909999999,132.10298,2454965.103,1.196,6.347,414.5,0.217,0.06861,15.38,0.014,11.64,1587.0,1501.41,1.221,0.454,0.234,0.0,0.0,5271.0,4.669,-0.66,0.648,0.718,4.375,16.119,90.8,1.0
K01800.01,-55.74988174438477,17.244159698486328,-0.0016345923068001864,1.5121362209320068,0.0021400000841822475,-15.58159065246582,342.6250906715593,-0.002060000086203217,-9.999999747378752e-06,2.6830618605829868e-08,36.49702072143555,0.0014000000664964318,14.66968228819916,-9.999999747378752e-06,7.794302042999999,137.260385,2454970.26,1.06,1.1081,3387.4,0.154,4.56215,16.51,0.07400000000000001,87.52,882.0,142.82,24.47,0.46,0.229,0.0,0.0,5494.0,4.405,0.07,0.982,0.893,44.33600000000001,296.136,159.2,1.0
K00759.01,-4.9223599433898935,0.5143799781799316,-0.017009537667036057,0.26207029819488525,0.013570000417530537,-15.005102157592773,233.7949075006884,-0.013570000417530537,-0.002850000048056245,8.387226624736735e-08,2.718369960784912,0.00686000008136034,264.6191018007532,-0.002850000048056245,32.62876672,194.1019,2455027.102,0.021,4.7971,1804.8,0.039,2.79093,3.36,0.189,89.98,506.0,15.55,53.95,0.421,0.252,0.0,0.0,5586.0,4.56,-0.3,0.7979999999999999,0.8440000000000001,14.089,61.372,80.0,2.0
K00759.02,-1.931030035018921,0.3892599940299988,-0.0029743595514446497,0.06584395468235016,0.0006200000134413131,-22.03194999694824,510.89333548899526,-0.0005600000149570405,0.0,-3.157710288137583e-09,1.1601450443267822,0.00031000000308267767,180.05123213658834,0.0,91.7732862,193.8378,2455026.838,0.606,6.473,652.0,0.024,1.60558,2.12,0.376,89.61,359.0,3.92,89.4,0.421,0.252,0.0,0.0,5586.0,4.56,-0.3,0.7979999999999999,0.8440000000000001,6.9460000000000015,14.679,19.1,2.0
K07400.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03060.01,-0.4253900051116944,0.11666999757289885,-0.003960262984037399,0.04405355826020242,0.003800000064074993,-5.743884563446045,37.036803980073316,-0.003800000064074993,-0.0012199999764561653,2.4235488600418668e-09,0.2710300087928772,0.0019100001081824305,25.56466369967191,-0.0012199999764561653,6.9131732,138.4219,2454971.422,0.264,4.73,39.1,0.006,0.50615,0.91,0.076,88.6,1209.0,505.0,10.85,0.324,0.305,0.0,0.0,6296.0,4.21,0.07,1.444,1.233,3.249,10.035,12.5,1.0
K06084.01,-150.109375,51.45169067382813,-0.14430376887321472,8.564767837524414,0.11269000358879565,-9.014007568359377,112.29306906208308,-0.0966000035405159,0.0,2.243133428042696e-06,100.78053283691406,0.06402000039815903,21.387244513348588,0.0,3.2691766010000003,133.257825,2454966.258,2.195,2.7233,59095.0,1.485,2.31211,164.61,0.044,78.42,1349.0,781.5700000000003,10.93,0.307,0.306,0.0,0.0,6372.0,4.453,-0.32,1.015,1.0659999999999998,94.96,838.712,515.5,1.0
K01420.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K05854.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01439.01,-8.615349769592285,6.753580093383789,-0.018016371876001358,0.4242004752159119,0.0,-12.137106895446776,277.9085069998788,0.0,0.0,1.6132973658889095e-07,7.684464931488037,0.0,43.53613915662397,0.0,394.6249514,177.84534,2455010.845,0.336,24.108,2013.3,0.041,0.22747,7.79,1.109,89.84,325.0,2.65,123.3,0.359,0.289,0.0,0.0,5910.0,4.03,0.14,1.727,1.164,43.208,77.07600000000002,234.6,1.0
K07402.01,-1.8393100500106807,0.3795999884605408,-0.032372452318668365,0.16909803450107574,0.01960999984294176,-5.179460048675537,28.36003501938621,-0.009999999776482582,0.0,-2.7200182335742295e-08,1.1094549894332886,0.009829999879002571,184.461712075115,0.0,0.678137665,132.13836899999998,2454965.1380000003,1.263,1.00718,885.0,0.295,0.30356,30.37,0.015,49.55,2274.0,6364.7,1.947,0.284,0.303,0.0,0.0,6429.0,4.449,-0.82,0.942,0.91,5.481,19.428,172.7,1.0
K07403.01,-85.72171020507812,43.80252075195313,-0.8122377395629883,10.33049774169922,1.608575016260147,-2.539841890335083,10.34066027455988,-0.9290350079536438,-0.09203000366687776,3.6774471443412116e-06,64.76211547851561,0.8159499764442444,7.700384071664637,-0.09203000366687776,2.069415479,132.645356,2454965.645,1.241,5.71941,16188.3,0.406,0.04981,55.45,0.034,56.39,1768.0,2310.53,2.242,0.275,0.32,0.0,0.0,6640.0,4.343,-0.04,1.25,1.261,220.691,2859.201,1148.3,1.0
K02248.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02248.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02248.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01429.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01440.01,-0.897159993648529,0.13474999368190765,-0.009311345405876637,0.07462342828512193,0.006120000034570694,-7.264141082763673,53.03628662039507,-0.0033400000538676977,-0.0003699999942909926,8.716102651596085e-09,0.5159549713134766,0.00303999986499548,607.0533345247617,-0.0003699999942909926,7.19304935,136.05065,2454969.051,0.017,3.407,255.3,0.015,1.60453,1.59,0.07400000000000001,89.94,995.0,232.36,16.37,0.315,0.303,0.0,0.0,6185.0,4.472,-0.18,0.991,1.06,4.668,17.258,19.0,1.0
K08039.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K05855.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04309.01,-0.9513900279998779,0.3451800048351288,-0.0004943331005051731,0.05717253312468529,0.0038999999524094156,-9.11050033569336,95.93132780444172,-0.0007600000244565308,0.0,-8.935500578716609e-09,0.6482850313186646,0.0010600000387057662,24.926195202310076,0.0,3.7948721,134.40039,2454967.4,1.168,1.713,305.1,0.18600000000000005,0.06573,16.1,0.045,71.52,1083.0,325.63,3.68,0.324,0.298,0.0,0.0,5883.0,4.58,-0.5,0.7929999999999999,0.8809999999999999,3.314,11.368,11.3,1.0
K01435.01,-2.956979990005493,0.6523100137710571,-0.015337880700826643,0.19451647996902466,0.012209999898914248,-10.592415809631348,118.3984214648423,-0.011789999902248384,-0.003019999945536256,2.7934621640475374e-08,1.80464506149292,0.005350000225007534,103.3604601761212,-0.003019999945536256,40.7150498,146.56646999999995,2454979.566,0.638,8.587,563.9,0.023,0.27742,2.2,0.229,88.74,516.0,16.76,29.0,0.334,0.29600000000000004,0.0,0.0,5968.0,4.534,-0.26,0.8809999999999999,0.97,12.013,46.191,56.4,2.0
K01435.02,-2.2724199295043945,0.3875499963760376,-0.009973562322556973,0.12794490158557892,0.009864999796263874,-10.97590446472168,127.58286206949379,-0.00687999976798892,-0.0033400000538676977,4.9043566416351435e-08,1.3299849033355713,0.004189999774098396,334.90587775751146,-0.0033400000538676977,10.44635944,133.27821,2454966.278,0.967,2.749,354.2,0.023,0.15972999999999998,2.18,0.093,84.3,812.0,102.77,9.73,0.334,0.29600000000000004,0.0,0.0,5968.0,4.534,-0.26,0.8809999999999999,0.97,5.4129999999999985,28.359,34.4,2.0
K02580.01,-0.8234900236129761,0.22864000499248505,-0.005481319036334753,0.07288123667240143,0.008840000024065375,-6.699829578399657,46.63066029569902,-0.0006399999838322401,0.00227000005543232,-1.8649830825583687e-09,0.5260649919509888,0.004069999791681767,226.18026392456426,0.00227000005543232,3.11604194,133.84988,2454966.85,0.195,1.7763,345.2,0.017,4.67593,1.59,0.042,89.17,1123.0,375.55,13.389,0.46,0.229,0.0,0.0,5591.0,4.559,0.07,0.86,0.977,3.335,16.305999999999994,18.8,1.0
K05856.01,-1.082730054855347,0.09880000352859496,-0.0020753787830471992,0.0428384505212307,0.0,-21.279695510864254,465.9829312949314,0.0,0.0,-1.2539522876294724e-08,0.5907649993896484,0.0,736.7195302117143,0.0,259.34304,165.6794,2454998.679,0.447,16.04,349.7,0.017,0.40427,6.04,0.93,89.77,449.0,9.65,112.9,0.455,0.237,0.0,0.0,5490.0,3.629,0.24,3.204,1.592,7.7029999999999985,10.948,13.1,1.0
K01644.01,-20.923229217529297,8.170820236206055,-0.006116365548223257,0.7919715046882629,0.007939999923110008,-11.2893648147583,163.06630657042086,-0.007939999923110008,0.0,-1.9235150223050144e-08,14.547024726867676,0.004250000230967999,17.357607980436633,0.0,2.621706694,131.88227,2454964.882,1.279,1.941,4572.0,0.36,0.33657,34.68,0.034,75.07,1288.0,648.75,4.96,0.35600000000000004,0.28600000000000003,0.0,0.0,5749.0,4.436,-0.56,0.8809999999999999,0.772,24.07800000000001,192.837,24.3,1.0
K01444.01,-2.040950059890746,0.6836000084877014,-0.005771243013441564,0.10534358024597168,0.006279999790422153,-12.53389835357666,194.64613681199128,-0.006209999788552523,-1.9999999494757503e-05,7.774205409161116e-08,1.362275004386902,0.001349999918602407,20.2796152067736,-1.9999999494757503e-05,44.9306706,140.2077,2454973.208,0.481,6.539,438.4,0.02,0.98558,2.49,0.265,89.42,565.0,24.17,47.2,0.381,0.28,0.0,0.0,6121.0,4.397,0.36,1.164,1.233,7.358,25.534,33.8,1.0
K00170.01,-2.2073299884796143,0.5120400190353394,-0.01029578037559986,0.14930467307567594,0.01001999992877245,-9.870978355407717,111.354745194754,-0.01001999992877245,-0.005049999803304672,1.053311934756013e-07,1.359684944152832,0.005049999803304672,33.476637790394285,-0.005049999803304672,15.60865244,144.29934,2454977.299,0.985,6.26,311.4,0.023,0.01186,6.17,0.151,79.38,1419.0,958.55,5.35,0.258,0.309,0.0,0.0,8014.0,3.94,-0.14,2.43,1.874,7.4,35.826,46.9,1.0
K03327.01,-37.55897903442383,14.893460273742676,-0.0204093549400568,2.075368404388428,0.02019999921321869,-8.911285400390625,131.71420450108997,-0.02019999921321869,0.0,-2.097321192377348e-07,26.22621917724609,0.008860000409185886,10.914540583022196,0.0,15.60862948,144.30211,2454977.302,1.171,6.6957,34356.0,0.435,0.2543,39.42,0.119,85.48,648.0,41.71,14.85,0.442,0.24,0.0,0.0,5569.0,4.566,-0.08,0.8290000000000001,0.928,97.061,531.087,186.0,1.0
K01645.01,-36.42073822021485,14.414429664611815,-0.0045153116807341576,0.7858644127845764,0.0016199999954551454,-29.386871337890625,1051.5014915806057,-0.0016199999954551454,-1.9999999494757503e-05,7.802600760450022e-08,25.417583465576172,0.00044999999227002263,55.26395524990928,-1.9999999494757503e-05,41.16676097,158.917777,2454991.918,1.093,2.2133,5386.3,0.203,4.03992,17.82,0.212,89.12,446.0,9.35,71.26,0.49,0.207,0.0,0.0,5193.0,4.503,-0.18,0.805,0.753,52.488,198.554,185.2,1.0
K01646.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K00214.01,-36.654239654541016,9.275839805603027,-0.10540978610515593,1.8728183507919312,0.15421999990940094,-10.094205856323242,113.14416030824695,-0.040940001606941216,0.0,-3.072142635359857e-07,22.96504020690918,0.06814999878406525,127.30298543556694,0.0,3.311864148,131.7427761,2454964.743,0.905,1.4049,5976.5,0.08900000000000001,2.25943,9.06,0.044,85.26,1116.0,365.94,10.942,0.495,0.211,0.0,0.0,5461.0,4.499,0.44,0.937,1.012,39.358,436.307,448.2,1.0
K05858.01,-0.7765899896621704,0.181099995970726,-0.0018227586988359688,0.0380108579993248,0.001649999994697282,-13.076789855957033,185.61034957581242,-0.0016199999954551454,-0.00011000000085914508,1.5440704729537418e-08,0.4788450002670288,0.001180000021122396,83.66063167467523,-0.00011000000085914508,8.34410791,136.54528,2454969.545,0.546,1.606,255.2,0.015,10.65244,1.75,0.083,89.08,993.0,229.93,34.0,0.315,0.303,0.0,0.0,6321.0,4.434,-0.16,1.058,1.108,3.347,9.138,9.9,1.0
K07404.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02007.01,-1.08843994140625,0.5833600163459778,-0.0004106711712665856,0.07898301631212233,0.0008199999865610152,-6.800973415374756,75.92952487559847,-0.0005099999834783375,-0.00011999999696854502,1.7530523097857385e-09,0.8358999490737915,0.0004000000189989805,9.200240750656196,-0.00011999999696854502,15.3789014,143.40628999999996,2454976.406,0.359,4.662,185.1,0.013,1.08766,2.94,0.131,89.14,1039.0,275.53,23.87,0.413,0.26,0.0,0.0,5817.0,3.877,0.18,2.153,1.276,4.839,18.763,17.6,2.0
K02007.02,-1.3575600385665894,0.5956299901008606,-0.00024414618383161724,0.07262971997261047,0.00028999999994994136,-9.214606285095217,131.69854920469265,-0.00026000000070780516,-7.000000186963007e-05,1.0215817370617883e-09,0.9765950441360474,0.00015000000712461767,11.718511556813366,-7.000000186963007e-05,21.1285655,149.27632,2454982.276,0.36,3.852,176.7,0.012,2.64147,2.88,0.162,89.48,935.0,180.55,39.6,0.413,0.26,0.0,0.0,5817.0,3.877,0.18,2.153,1.276,5.0,15.733,12.5,2.0
K02696.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02696.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K07405.01,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,54.585000886463405,0.0,8.04963472,138.65419350000002,2454971.654,0.6709999999999999,6.00488,279647.0,0.5920000000000001,0.95061,95.98,0.083,87.41,1247.0,571.1,14.822,0.271,0.318,0.0,0.0,6698.0,4.171,-0.38,1.485,1.197,2554.158,12314.379,5246.5,1.0
K04852.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K07406.01,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,54.585000886463405,0.0,11.578946873,131.79777420000002,2454964.798,0.441,4.6373,299739.0,0.527,3.06419,58.32,0.095,89.1,869.0,134.91,27.9,0.324,0.298,0.0,0.0,6028.0,4.355,-0.56,1.014,0.8490000000000001,1565.586,8823.995,2456.3,1.0
K00537.01,-2.121350049972534,0.4620299935340881,-0.028855632990598682,0.2287137508392334,0.022770000156015158,-5.941251754760742,35.550669517256985,-0.006060000043362379,0.0,7.111063049227974e-08,1.2916899919509888,0.011309999972581863,208.720830477582,0.0,2.820190603,170.78770500000005,2455003.788,0.614,2.5540000000000003,467.5,0.021,0.78777,2.53,0.04,84.91,1367.0,824.92,6.92,0.419,0.256,0.0,0.0,5831.0,4.359,0.16,1.121,1.047,5.396,49.71100000000001,64.2,1.0
K02206.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K01889.01,-2.1154699325561523,0.4647000133991242,-0.0022578595671802764,0.1312839239835739,0.0025599999353289604,-10.001748085021973,117.66052805976295,-0.0025599999353289604,-0.0002099999983329326,2.067305743908636e-08,1.290084958076477,0.0013899999903514981,23.550800995266428,-0.0002099999983329326,14.30517579,135.06301000000002,2454968.063,0.924,4.535,863.4,0.033,0.12872,3.05,0.113,85.25,693.0,54.59,11.17,0.386,0.271,0.0,0.0,5741.0,4.555,-0.16,0.846,0.938,6.971,29.05,37.5,2.0
K01889.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K00345.01,-8.85746955871582,2.6953699588775635,-0.015234583988785744,0.43428412079811096,0.012000000104308128,-13.168533325195312,213.40947833614285,-0.012000000104308128,-0.0008999999845400453,1.4402659834709374e-07,5.776419639587402,0.003950000274926424,24.878158566178517,-0.0008999999845400453,29.88487723,173.194404,2455006.194,0.6579999999999999,4.5612,1275.7,0.034,1.35029,2.81,0.16899999999999998,89.06,453.0,9.95,39.9,0.557,0.161,0.0,0.0,4883.0,4.549,-0.08,0.7490000000000001,0.725,22.359,106.158,128.3,1.0
K02533.01,-0.3710199892520905,0.10851000249385834,-0.01864721998572349,0.0617552287876606,0.014290000312030315,-3.934935331344605,14.565531507863525,-0.014290000312030315,-0.003389999968931079,1.3526410578353875e-07,0.2397649884223938,0.00582000007852912,54.68137785661882,-0.003389999968931079,6.03355539,137.121,2454970.121,0.35,10.049,89.5,0.009000000000000001,0.04387,3.34,0.066,85.42,1598.0,1540.84,4.387,0.547,0.171,0.0,0.0,4924.0,3.3560000000000003,-0.08,3.588,1.0659999999999998,4.295,15.597,26.1,3.0
K01431.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02198.01,-1.237630009651184,0.5942400097846985,-0.006616040598601103,0.06593368202447891,0.0074499999172985545,-9.75314712524414,129.0097642597751,-0.0074499999172985545,-0.0027600000612437725,-5.887989720749079e-09,0.9159350395202636,0.0027600000612437725,13.520160293540915,-0.0027600000612437725,23.9210408,139.07872,2454972.079,0.936,5.174,158.3,0.014,0.08734,3.01,0.187,86.12,1020.0,255.65,13.82,0.256,0.327,0.0,0.0,7121.0,4.0310000000000015,-0.12,1.972,1.521,5.231,14.484000000000002,21.9,1.0
K00292.01,-2.8095500469207764,0.7621700167655945,-0.013255481608211994,0.26524168252944946,0.03759999945759773,-5.84488582611084,36.100344941579856,0.0,0.0037299999967217454,-1.8473047948677065e-07,1.7858600616455078,0.012999999336898329,113.85473374647884,0.0037299999967217454,2.586639524,171.842572,2455004.8430000003,0.349,2.253,217.7,0.014,1.65901,1.44,0.036000000000000004,87.61,1328.0,735.48,8.37,0.386,0.271,0.0,0.0,5780.0,4.421,-0.2,0.966,0.899,6.162000000000001,57.05,77.3,1.0
K05862.01,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,54.585000886463405,0.0,0.699985822,131.840533,2454964.841,0.28,3.02633,389433.0,0.585,0.9648100000000001,46.27,0.014,84.51,1653.0,1761.47,2.924,0.477,0.217,0.0,0.0,5264.0,4.617,-0.3,0.7240000000000001,0.807,440.512,4187.339,626.9,1.0
K04645.01,-0.2610999941825867,0.04975999891757965,-0.008982650004327297,0.04303392767906189,0.0055799998808652145,-3.67517352104187,12.276517773570733,-0.0009500000160187484,0.0,3.32708280226129e-08,0.15542998909950256,0.002959999954327941,124.52099913056871,0.0,1.4725859,132.92731,2454965.927,0.377,2.9530000000000003,84.4,0.009000000000000001,0.41521,0.93,0.026,84.02,1662.0,1801.98,3.62,0.359,0.287,0.0,0.0,6077.0,4.471,-0.04,0.999,1.077,3.813,11.24,13.3,1.0
K07407.01,-261.3764038085937,97.9854965209961,-1.0079473257064822,16.911630630493164,0.08598000183701515,-4.439480781555176,37.9444749567346,-0.08598000183701515,0.0,3.985001278922848e-05,179.6809539794922,0.0,15.516293354816387,0.0,1.47258471,132.92768999999998,2454965.9280000003,0.75,4.76885,224011.0,0.5579999999999999,0.34369,123.25,0.029,77.27,2705.0,12617.53,3.403,0.237,0.334,0.0,0.0,7360.0,4.008,-0.28,2.024,1.521,460.175,4280.222,741.5,1.0
K02759.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02442.01,-1.272379994392395,0.20374000072479248,-0.004358071368187666,0.07212717086076736,0.0036900000195601024,-11.863995552062988,148.71625226889503,-0.003580000018700957,-0.0017699999734759329,-8.039212791302016e-09,0.7380599975585938,0.001829999964684248,127.45619225835264,-0.0017699999734759329,25.1933989,146.4301,2454979.43,0.679,4.62,481.2,0.021,0.9584,1.95,0.156,88.78,513.0,16.34,31.8,0.5820000000000001,0.145,0.0,0.0,5009.0,4.4910000000000005,0.16,0.84,0.797,5.376,16.160999999999998,18.0,2.0
K02442.02,-0.6122599840164185,0.0996199995279312,-0.003381467191502452,0.045159857720136636,0.00458000006619841,-9.312825202941896,90.49180910697912,-0.0027600000612437725,-0.0009699999936856328,-7.76733403237693e-09,0.35593998432159424,0.0020400001667439933,120.4686087356504,-0.0009699999936856328,12.3101351,141.8765,2454974.876,0.7829999999999999,3.797,263.7,0.016,0.51981,1.51,0.097,87.21,651.0,42.42,16.09,0.5820000000000001,0.145,0.0,0.0,5009.0,4.4910000000000005,0.16,0.84,0.797,3.697,10.42,12.9,2.0
K04287.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04287.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K03364.01,-0.7084800004959106,0.2273699939250946,-0.0003132794226985425,0.0380990169942379,0.00031000000308267767,-10.766806602478027,144.36489641384313,-0.00031000000308267767,-4.9999998736893765e-05,-5.7839616264753896e-09,0.4679250121116638,0.00018000000272877514,21.41468642888805,-4.9999998736893765e-05,15.739765099999998,132.7942,2454965.794,0.077,3.297,287.7,0.015,3.84152,1.18,0.11,89.88,536.0,19.54,36.92,0.619,0.114,0.0,0.0,4733.0,4.569,-0.06,0.723,0.706,3.079,9.323,11.2,1.0
K00124.01,-3.0185799598693848,0.6510999798774719,-0.019891584292054176,0.21701981127262115,0.017745000310242176,-9.026060104370117,87.14539939991103,-0.017745000310242176,-0.00674000009894371,3.705384814881498e-07,1.834839940071106,0.009139999747276306,81.67298886412537,-0.00674000009894371,12.69104387,137.12594,2454970.126,0.008,3.7727,252.1,0.014,2.08259,2.57,0.107,89.98,1008.0,244.3,26.076,0.382,0.274,0.0,0.0,5869.0,4.024,-0.16,1.626,1.019,7.566,47.6,60.2,2.0
K00124.02,-3.905829906463623,0.8762099742889404,-0.01471959799528122,0.21619576215744016,0.01215000031515956,-12.675183296203613,172.3338052884161,-0.012760000303387642,-0.004860000219196081,2.1832445471231256e-07,2.391019821166992,0.004889999981969595,80.70000891549245,-0.004860000219196081,31.71981013,142.82083,2454975.821,0.125,4.819,363.4,0.017,2.4614,3.09,0.198,89.86,743.0,71.97,50.78,0.382,0.274,0.0,0.0,5869.0,4.024,-0.16,1.626,1.019,10.343,50.202,63.1,2.0
K08218.01,-0.6931899785995483,0.5756000280380249,-0.001475389930419624,0.0239537600427866,0.0,-11.171981811523438,438.1249777254736,0.0,0.0,-2.5701045948054336e-08,0.6343950033187866,0.0,25.54207161213411,0.0,264.63654,190.9169,2455023.917,1.247,42.77,431.8,0.267,0.00031,42.55,0.8640000000000001,83.16,376.0,4.75,10.47,0.293,0.31,0.0,0.0,6564.0,4.198,-0.18,1.461,1.235,4.075,7.257999999999999,28.2,1.0
